X ; page web bn:00080778n ; navigateur bn:00013447n ; serveur web bn:02705179n ; fichier bn:00021475n ; client bn:00019764n ; base de donnée bn:00025333n ; donnée bn:00025314n ; php bn:01753580n ; code bn:00020354n ; texte bn:00076732n ; concerner bn:00083240v ; commentaire bn:00020978n ; délimiter bn:00086464v ; fois bn:00032768n ; url bn:00079080n ; case à cocher bn:03157691n ; post bn:01500184n ; nombre bn:00058285n ; text bn:14981519n ; langage bn:00049910n ; zones bn:00005513n ; utilisateur bn:00079373n ; case bn:04777941n ; associer bn:00082868v ; personne bn:00046516n ; méthode post bn:00045088n ; fermeture bn:16858148n ; machine bn:00054050n ; mysql bn:01225760n ; salaire bn:15928884n ; jour bn:00000086n ; programmation bn:00021493n ; site bn:00047172n ; chaîne bn:00074685n ; header bn:00043309n ; doctype bn:15839327n ; moteur bn:00030850n ; configuration bn:03088982n ; paris bn:00015540n ; langage de script bn:01431715n ; côté serveur bn:03816678n ; opérateur bn:16281811n ; super bn:17336345n ; type bn:00016413n ; foreach bn:03463379n ; cle bn:04756252n ; serveur bn:00044916n ; communication bn:00021221n ; interpréter bn:00089840v ; transaction bn:01403911n ; côté client bn:03163702n ; classes bn:03608262n ; bienvenue bn:00080852n ; class bn:03598962n ; mot bn:00081546n ; méthode bn:01641329n ; session bn:03751534n ; visiteur bn:03106425n ; afficher bn:00087013v ; pouvoir bn:00084451v ; mysqli bn:01438356n ; insert bn:03795444n ; france bn:00036202n ; pointeur bn:03222272n ; list bn:04720346n ; casse bn:03225002n ; timestamp bn:03603649n ; xml bn:02771436n ; echo bn:03626250n ; files bn:00065682n ; varchar bn:01838409n ; valeur bn:00079508n ; composer bn:14766022n ; null bn:15898583n ; généralité bn:00041249n ; autre bn:00108013a ; avoir accès bn:00082209v
jour bn:00000086n ; 0.148148 ; 0.0314961 ; 0.0597015 ; 0.153846 ; 0.210526 ; 0.0740741 ; 0.0487805 ; 0.258621 ; 0.0689655 ; 0.0540541 ; 0.140351 ; 0.0851064 ; 0.210526 ; 0.12931 ; 0.123077 ; 0.148148 ; 0.097561 ; 0.0540541 ; 0.159574 ; 0.116279 ; 0.266667 ; 0.112676 ; 0.294118 ; 0.205128 ; 0.057971 ; 0.0833333 ; 0.0943396 ; 0.347826 ; 0.148148 ; 0.133333 ; 1 ; 0.0833333 ; 0.097561 ; 0.0952381 ; 0.347826 ; 0.0689655 ; 0.347826 ; 0.210526 ; 0.117647 ; 0.153846 ; 0.205128 ; 0.266667 ; 0.133333 ; 0.148148 ; 0.0597015 ; 0.0930233 ; 0.0695652 ; 0.117647 ; 0.0952381 ; 0.210526 ; 0.347826 ; 0.205128 ; 0.266667 ; 0.0952381 ; 0.126984 ; 0.0273973 ; 0.148148 ; 0.347826 ; 0.347826 ; 0.133333 ; 0.0952381 ; 0.148148 ; 0.0625 ; 0.133333 ; 0.0952381 ; 0.0625 ; 0.0952381 ; 0.266667 ; 0.133333 ; 0.117647 ; 0.117647 ; 0.133333 ; 0.117647 ; 0.0555556 ; 0.133333 ; 0.133333 ; 0.117647
programmation bn:00021493n ; 0.039604 ; 0.158192 ; 0.239316 ; 0.27619 ; 0.0430108 ; 0.040404 ; 0.0733945 ; 0.278261 ; 0.816514 ; 0.306818 ; 0.130081 ; 0.205479 ; 0.0714286 ; 0.305732 ; 0.25641 ; 0.179775 ; 0.144231 ; 0.0761905 ; 0.355556 ; 0.282353 ; 0.021978 ; 0.264463 ; 0.238938 ; 0.152381 ; 0.122137 ; 0.0677966 ; 0.305263 ; 0.0824742 ; 0.0824742 ; 0.0224719 ; 0.0833333 ; 1 ; 0.144231 ; 0.0430108 ; 0.0824742 ; 0.0824742 ; 0.0824742 ; 0.0430108 ; 0.0449438 ; 0.168539 ; 0.152381 ; 0.021978 ; 0.0224719 ; 0.039604 ; 0.239316 ; 0.152381 ; 0.193939 ; 0.0449438 ; 0.0430108 ; 0.0430108 ; 0.0824742 ; 0.152381 ; 0.0449438 ; 0.0898876 ; 0.239316 ; 0.231405 ; 0.0824742 ; 0.039604 ; 0.0824742 ; 0.0224719 ; 0.0898876 ; 0.039604 ; 0.0224719 ; 0.0111111 ; 0.0430108 ; 0.0224719 ; 0.0898876 ; 0.021978 ; 0.0224719 ; 0.021978 ; 0.021978 ; 0.0111111 ; 0.0449438 ; 0.0449438 ; 0.0224719 ; 0.0224719 ; 0.0449438
site bn:00047172n ; 0.0952381 ; 0.123077 ; 0.228571 ; 0.056338 ; 0.266667 ; 0.222222 ; 0.380952 ; 0.1 ; 0.120968 ; 0.103226 ; 0.111111 ; 0.158416 ; 0.0701754 ; 0.123077 ; 0.222222 ; 0.0952381 ; 0.153846 ; 0.08 ; 0.319149 ; 0.111888 ; 0.0625 ; 0.0930233 ; 0.109589 ; 0.0689655 ; 0.1 ; 0.0634921 ; 0.0924855 ; 0.0952381 ; 0.210526 ; 0.0322581 ; 0.097561 ; 0.144231 ; 1 ; 0.0555556 ; 0.0454545 ; 0.0454545 ; 0.0952381 ; 0.0555556 ; 0.030303 ; 0.097561 ; 0.0689655 ; 0.0625 ; 0.0322581 ; 0.0952381 ; 0.228571 ; 0.148148 ; 0.0615385 ; 0.0625 ; 0.0555556 ; 0.117647 ; 0.0952381 ; 0.0689655 ; 0.030303 ; 0.0555556 ; 0.228571 ; 0.097561 ; 0.210526 ; 0.0454545 ; 0.0952381 ; 0.0322581 ; 0.0555556 ; 0.0454545 ; 0.0666667 ; 0.0666667 ; 0.117647 ; 0.0666667 ; 0.117647 ; 0.0625 ; 0.0322581 ; 0.030303 ; 0.133333 ; 0.0666667 ; 0.0625 ; 0.0625 ; 0.0322581 ; 0.0322581 ; 0.030303
chaîne bn:00074685n ; 0.2 ; 0.0333333 ; 0.0322581 ; 0.177778 ; 0.0666667 ; 0.1 ; 0.0588235 ; 0.03125 ; 0.0353982 ; 0.0275862 ; 0.0740741 ; 0.091954 ; 0.114286 ; 0.0333333 ; 0.0645161 ; 0.0434783 ; 0.0555556 ; 0.333333 ; 0.0408163 ; 0.0620155 ; 0.0909091 ; 0.0588235 ; 0.0350877 ; 0.111111 ; 0.137931 ; 0.0465116 ; 0.0503145 ; 0.2 ; 0.0909091 ; 0.25 ; 0.0952381 ; 0.0430108 ; 0.0555556 ; 1 ; 0.0909091 ; 0.2 ; 0.2 ; 0.142857 ; 0.2 ; 0.210526 ; 0.111111 ; 0.2 ; 0.25 ; 0.0909091 ; 0.0322581 ; 0.0526316 ; 0.0740741 ; 0.2 ; 1 ; 0.333333 ; 0.2 ; 0.111111 ; 0.2 ; 0.333333 ; 0.0666667 ; 0.0625 ; 0.0909091 ; 0.2 ; 0.0909091 ; 0.25 ; 0.333333 ; 0.2 ; 0.111111 ; 0.111111 ; 0.0666667 ; 0.25 ; 0.142857 ; 0.0909091 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.111111 ; 0.0909091
header bn:00043309n ; 0.142857 ; 0.0645161 ; 0.125 ; 0.150943 ; 0.0909091 ; 0.0714286 ; 0.047619 ; 0.275862 ; 0.0683761 ; 0.113475 ; 0.137931 ; 0.0842105 ; 0.205128 ; 0.137931 ; 0.121212 ; 0.142857 ; 0.210526 ; 0.0526316 ; 0.0784314 ; 0.124031 ; 0.25 ; 0.25 ; 0.313725 ; 0.5 ; 0.121212 ; 0.177778 ; 0.100629 ; 0.333333 ; 0.142857 ; 0.125 ; 0.347826 ; 0.0824742 ; 0.0454545 ; 0.0909091 ; 1 ; 0.142857 ; 0.333333 ; 0.5 ; 0.25 ; 0.148148 ; 0.5 ; 0.25 ; 0.125 ; 0.142857 ; 0.125 ; 0.2 ; 0.148148 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.333333 ; 0.5 ; 0.25 ; 0.2 ; 0.125 ; 0.0555556 ; 0.142857 ; 0.333333 ; 0.333333 ; 0.125 ; 0.2 ; 0.333333 ; 0.0588235 ; 0.125 ; 0.2 ; 0.0588235 ; 0.0909091 ; 0.25 ; 0.125 ; 0.111111 ; 0.111111 ; 0.125 ; 0.111111 ; 0.111111 ; 0.125 ; 0.125 ; 0.25
doctype bn:15839327n ; 0.0666667 ; 0.0645161 ; 0.0588235 ; 0.150943 ; 0.0909091 ; 0.0714286 ; 0.047619 ; 0.121212 ; 0.0683761 ; 0.0536913 ; 0.0645161 ; 0.183908 ; 0.205128 ; 0.03125 ; 0.121212 ; 0.142857 ; 0.0454545 ; 0.25 ; 0.0377358 ; 0.0583942 ; 0.0526316 ; 0.111111 ; 0.0634921 ; 0.0909091 ; 0.275862 ; 0.0816327 ; 0.100629 ; 0.0666667 ; 0.0666667 ; 0.125 ; 0.0689655 ; 0.0824742 ; 0.0454545 ; 0.2 ; 0.142857 ; 1 ; 0.0666667 ; 0.2 ; 0.25 ; 0.0689655 ; 0.0909091 ; 0.111111 ; 0.125 ; 0.0322581 ; 0.0588235 ; 0.2 ; 0.148148 ; 0.0526316 ; 0.2 ; 0.0909091 ; 0.0666667 ; 0.0909091 ; 0.111111 ; 0.2 ; 0.0588235 ; 0.117647 ; 0.0666667 ; 0.142857 ; 0.142857 ; 0.125 ; 0.2 ; 0.333333 ; 0.0588235 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.0434783 ; 0.0526316 ; 0.0588235 ; 0.0526316 ; 0.0526316 ; 0.0588235 ; 0.111111 ; 0.111111 ; 0.0588235 ; 0.0588235 ; 0.111111
moteur bn:00030850n ; 0.333333 ; 0.0645161 ; 0.125 ; 0.150943 ; 0.0909091 ; 0.153846 ; 0.1 ; 0.121212 ; 0.0683761 ; 0.113475 ; 0.32 ; 0.0842105 ; 0.205128 ; 0.137931 ; 0.121212 ; 0.0666667 ; 0.210526 ; 0.111111 ; 0.170213 ; 0.124031 ; 0.25 ; 0.25 ; 0.135593 ; 0.5 ; 0.121212 ; 0.0816327 ; 0.100629 ; 1 ; 0.333333 ; 0.125 ; 0.347826 ; 0.0824742 ; 0.0952381 ; 0.2 ; 0.333333 ; 0.0666667 ; 1 ; 0.2 ; 0.111111 ; 0.347826 ; 0.5 ; 0.25 ; 0.125 ; 0.333333 ; 0.125 ; 0.0909091 ; 0.148148 ; 0.25 ; 0.2 ; 0.5 ; 1 ; 0.5 ; 0.25 ; 0.2 ; 0.285714 ; 0.0555556 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.125 ; 0.2 ; 0.142857 ; 0.0588235 ; 0.125 ; 0.0909091 ; 0.125 ; 0.2 ; 0.25 ; 0.125 ; 0.111111 ; 0.25 ; 0.125 ; 0.111111 ; 0.111111 ; 0.125 ; 0.125 ; 0.111111
configuration bn:03088982n ; 0.0909091 ; 0.0333333 ; 0.0666667 ; 0.0816327 ; 0.142857 ; 0.1 ; 0.0588235 ; 0.137931 ; 0.0353982 ; 0.0567376 ; 0.0740741 ; 0.091954 ; 0.114286 ; 0.0689655 ; 0.137931 ; 0.0909091 ; 0.117647 ; 0.0666667 ; 0.0408163 ; 0.0620155 ; 0.2 ; 0.125 ; 0.156863 ; 0.25 ; 0.137931 ; 0.097561 ; 0.0503145 ; 0.2 ; 0.0909091 ; 0.25 ; 0.210526 ; 0.0430108 ; 0.0555556 ; 0.142857 ; 0.5 ; 0.2 ; 0.2 ; 1 ; 0.5 ; 0.0952381 ; 0.25 ; 0.5 ; 0.25 ; 0.0909091 ; 0.0666667 ; 0.25 ; 0.0740741 ; 0.0909091 ; 0.142857 ; 0.333333 ; 0.2 ; 0.25 ; 0.2 ; 0.333333 ; 0.0666667 ; 0.030303 ; 0.0909091 ; 0.2 ; 0.2 ; 0.25 ; 0.333333 ; 0.5 ; 0.111111 ; 0.25 ; 0.333333 ; 0.111111 ; 0.0666667 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.25 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.111111 ; 0.2
paris bn:00015540n ; 0.0526316 ; 0.0169492 ; 0.0344828 ; 0.0888889 ; 0.0909091 ; 0.0588235 ; 0.0322581 ; 0.0689655 ; 0.0366972 ; 0.0283688 ; 0.0384615 ; 0.045977 ; 0.0606061 ; 0.0344828 ; 0.0689655 ; 0.111111 ; 0.0625 ; 0.0769231 ; 0.0208333 ; 0.0310078 ; 0.142857 ; 0.0625 ; 0.0784314 ; 0.125 ; 0.0689655 ; 0.0512821 ; 0.0251572 ; 0.111111 ; 0.0526316 ; 0.5 ; 0.117647 ; 0.0449438 ; 0.030303 ; 0.2 ; 0.25 ; 0.25 ; 0.111111 ; 0.5 ; 1 ; 0.117647 ; 0.125 ; 0.333333 ; 0.5 ; 0.0526316 ; 0.0344828 ; 0.125 ; 0.037037 ; 0.142857 ; 0.2 ; 0.2 ; 0.111111 ; 0.125 ; 0.333333 ; 0.5 ; 0.0344828 ; 0.0322581 ; 0.0526316 ; 0.111111 ; 0.111111 ; 0.5 ; 0.5 ; 0.25 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.0909091 ; 0.142857 ; 0.2 ; 0.142857 ; 0.142857 ; 0.2 ; 0.142857 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333
langage de script bn:01431715n ; 0.148148 ; 0.0650407 ; 0.126984 ; 0.153846 ; 0.0454545 ; 0.0740741 ; 0.102564 ; 0.057971 ; 0.137615 ; 0.106383 ; 0.140351 ; 0.0408163 ; 0.0952381 ; 0.12931 ; 0.057971 ; 0.0689655 ; 0.216216 ; 0.114286 ; 0.159574 ; 0.116279 ; 0.117647 ; 0.112676 ; 0.137931 ; 0.205128 ; 0.057971 ; 0.0833333 ; 0.0481928 ; 0.347826 ; 0.148148 ; 0.133333 ; 0.153846 ; 0.168539 ; 0.097561 ; 0.210526 ; 0.148148 ; 0.0689655 ; 0.347826 ; 0.0952381 ; 0.117647 ; 1 ; 0.205128 ; 0.117647 ; 0.133333 ; 0.148148 ; 0.126984 ; 0.0930233 ; 0.0695652 ; 0.266667 ; 0.210526 ; 0.210526 ; 0.347826 ; 0.205128 ; 0.266667 ; 0.210526 ; 0.267857 ; 0.119403 ; 0.148148 ; 0.148148 ; 0.148148 ; 0.133333 ; 0.210526 ; 0.0689655 ; 0.133333 ; 0.0625 ; 0.0952381 ; 0.133333 ; 0.533333 ; 0.117647 ; 0.133333 ; 0.117647 ; 0.117647 ; 0.0625 ; 0.117647 ; 0.117647 ; 0.133333 ; 0.133333 ; 0.117647
côté serveur bn:03816678n ; 0.2 ; 0.121212 ; 0.222222 ; 0.262295 ; 0.0526316 ; 0.0952381 ; 0.0714286 ; 0.216216 ; 0.128 ; 0.22695 ; 0.242424 ; 0.15534 ; 0.145455 ; 0.275862 ; 0.216216 ; 0.0909091 ; 0.347826 ; 0.0769231 ; 0.145455 ; 0.248062 ; 0.125 ; 0.5 ; 0.238806 ; 1 ; 0.216216 ; 0.131148 ; 0.201258 ; 0.5 ; 0.2 ; 0.0625 ; 0.205128 ; 0.152381 ; 0.0689655 ; 0.111111 ; 0.5 ; 0.0909091 ; 0.5 ; 0.25 ; 0.125 ; 0.205128 ; 1 ; 0.125 ; 0.0625 ; 0.2 ; 0.222222 ; 0.142857 ; 0.296296 ; 0.125 ; 0.111111 ; 0.25 ; 0.5 ; 1 ; 0.125 ; 0.25 ; 0.222222 ; 0.0952381 ; 0.2 ; 0.2 ; 0.2 ; 0.0625 ; 0.25 ; 0.2 ; 0.030303 ; 0.0625 ; 0.111111 ; 0.0625 ; 0.111111 ; 0.125 ; 0.0625 ; 0.0588235 ; 0.125 ; 0.0625 ; 0.0588235 ; 0.125 ; 0.0625 ; 0.0625 ; 0.125
opérateur bn:16281811n ; 0.111111 ; 0.0169492 ; 0.0344828 ; 0.0425532 ; 0.2 ; 0.125 ; 0.0666667 ; 0.0689655 ; 0.018018 ; 0.0283688 ; 0.08 ; 0.045977 ; 0.129032 ; 0.0344828 ; 0.0689655 ; 0.0526316 ; 0.0625 ; 0.0769231 ; 0.0425532 ; 0.0310078 ; 0.333333 ; 0.0625 ; 0.0784314 ; 0.125 ; 0.0689655 ; 0.0512821 ; 0.0251572 ; 0.25 ; 0.111111 ; 0.5 ; 0.266667 ; 0.021978 ; 0.0625 ; 0.2 ; 0.25 ; 0.111111 ; 0.25 ; 0.5 ; 0.333333 ; 0.117647 ; 0.125 ; 1 ; 0.5 ; 0.111111 ; 0.0344828 ; 0.125 ; 0.037037 ; 0.142857 ; 0.2 ; 0.5 ; 0.25 ; 0.125 ; 0.333333 ; 0.2 ; 0.0714286 ; 0.015873 ; 0.111111 ; 0.25 ; 0.25 ; 0.5 ; 0.2 ; 0.25 ; 0.2 ; 0.5 ; 0.2 ; 0.2 ; 0.0909091 ; 0.333333 ; 0.2 ; 0.142857 ; 0.333333 ; 0.5 ; 0.142857 ; 0.142857 ; 0.2 ; 0.2 ; 0.142857
super bn:17336345n ; 0.0588235 ; 0.00854701 ; 0.0175439 ; 0.0444444 ; 0.111111 ; 0.0666667 ; 0.0344828 ; 0.0344828 ; 0.0183486 ; 0.0141844 ; 0.04 ; 0.0229885 ; 0.0645161 ; 0.0172414 ; 0.0344828 ; 0.0588235 ; 0.0322581 ; 0.0833333 ; 0.0212766 ; 0.0155039 ; 0.2 ; 0.03125 ; 0.0392157 ; 0.0625 ; 0.0344828 ; 0.0263158 ; 0.0125786 ; 0.125 ; 0.0588235 ; 1 ; 0.133333 ; 0.0224719 ; 0.0322581 ; 0.25 ; 0.125 ; 0.125 ; 0.125 ; 0.25 ; 0.5 ; 0.133333 ; 0.0625 ; 0.5 ; 1 ; 0.0588235 ; 0.0175439 ; 0.0625 ; 0.0185185 ; 0.2 ; 0.25 ; 0.25 ; 0.125 ; 0.0625 ; 0.5 ; 0.25 ; 0.0357143 ; 0.0163934 ; 0.0588235 ; 0.125 ; 0.125 ; 1 ; 0.25 ; 0.125 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.111111 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2
type bn:00016413n ; 0.333333 ; 0.137931 ; 0.125 ; 0.0701754 ; 0.0909091 ; 0.363636 ; 0.222222 ; 0.0571429 ; 0.0683761 ; 0.113475 ; 0.32 ; 0.040404 ; 0.0930233 ; 0.137931 ; 0.0571429 ; 0.0666667 ; 0.210526 ; 0.111111 ; 0.0784314 ; 0.0583942 ; 0.25 ; 0.111111 ; 0.0634921 ; 0.2 ; 0.0571429 ; 0.177778 ; 0.0479042 ; 0.333333 ; 0.333333 ; 0.0588235 ; 0.148148 ; 0.039604 ; 0.0952381 ; 0.0909091 ; 0.142857 ; 0.0322581 ; 0.333333 ; 0.0909091 ; 0.0526316 ; 0.148148 ; 0.2 ; 0.111111 ; 0.0588235 ; 1 ; 0.125 ; 0.0434783 ; 0.0689655 ; 0.25 ; 0.0909091 ; 0.2 ; 0.333333 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.125 ; 0.117647 ; 0.333333 ; 0.142857 ; 0.142857 ; 0.0588235 ; 0.0909091 ; 0.0666667 ; 0.0588235 ; 0.125 ; 0.0909091 ; 0.125 ; 0.2 ; 0.25 ; 0.125 ; 0.25 ; 0.25 ; 0.125 ; 0.111111 ; 0.111111 ; 0.125 ; 0.125 ; 0.111111
foreach bn:03463379n ; 0.125 ; 0.482759 ; 1 ; 0.0860215 ; 0.0666667 ; 0.129032 ; 0.235294 ; 0.163265 ; 0.20438 ; 0.397163 ; 0.177778 ; 0.125984 ; 0.101266 ; 0.211268 ; 0.163265 ; 0.125 ; 0.535714 ; 0.0526316 ; 0.25 ; 0.193548 ; 0.0714286 ; 0.363636 ; 0.175824 ; 0.222222 ; 0.163265 ; 0.207792 ; 0.174863 ; 0.125 ; 0.285714 ; 0.0175439 ; 0.0597015 ; 0.239316 ; 0.228571 ; 0.0322581 ; 0.125 ; 0.0588235 ; 0.125 ; 0.0666667 ; 0.0344828 ; 0.126984 ; 0.222222 ; 0.0344828 ; 0.0175439 ; 0.125 ; 1 ; 0.222222 ; 0.242424 ; 0.0714286 ; 0.0322581 ; 0.0666667 ; 0.125 ; 0.222222 ; 0.0344828 ; 0.0666667 ; 0.365854 ; 0.318182 ; 0.285714 ; 0.0588235 ; 0.125 ; 0.0175439 ; 0.0666667 ; 0.0588235 ; 0.0357143 ; 0.0357143 ; 0.142857 ; 0.0357143 ; 0.142857 ; 0.0714286 ; 0.0357143 ; 0.0344828 ; 0.0714286 ; 0.0357143 ; 0.0714286 ; 0.0714286 ; 0.0357143 ; 0.0357143 ; 0.0714286
cle bn:04756252n ; 0.0434783 ; 0.121212 ; 0.222222 ; 0.0547945 ; 0.111111 ; 0.0952381 ; 0.153846 ; 0.216216 ; 0.128 ; 0.22695 ; 0.108108 ; 0.15534 ; 0.145455 ; 0.121212 ; 0.216216 ; 0.0909091 ; 0.148148 ; 0.0769231 ; 0.145455 ; 0.110345 ; 0.0588235 ; 0.2 ; 0.238806 ; 0.142857 ; 0.216216 ; 0.131148 ; 0.0914286 ; 0.0909091 ; 0.0909091 ; 0.0625 ; 0.0930233 ; 0.152381 ; 0.148148 ; 0.0526316 ; 0.2 ; 0.2 ; 0.0909091 ; 0.25 ; 0.125 ; 0.0930233 ; 0.142857 ; 0.125 ; 0.0625 ; 0.0434783 ; 0.222222 ; 1 ; 0.129032 ; 0.0285714 ; 0.0526316 ; 0.111111 ; 0.0909091 ; 0.142857 ; 0.0588235 ; 0.111111 ; 0.222222 ; 0.0952381 ; 0.0909091 ; 0.0909091 ; 0.2 ; 0.0625 ; 0.111111 ; 0.2 ; 0.0625 ; 0.0625 ; 0.25 ; 0.030303 ; 0.0526316 ; 0.0588235 ; 0.030303 ; 0.0285714 ; 0.0588235 ; 0.0625 ; 0.0588235 ; 0.0588235 ; 0.030303 ; 0.030303 ; 0.0588235
serveur bn:00044916n ; 0.148148 ; 0.349398 ; 0.242424 ; 0.243902 ; 0.0357143 ; 0.0701754 ; 0.0625 ; 0.238806 ; 0.172973 ; 0.345946 ; 0.253968 ; 0.423358 ; 0.287037 ; 0.166667 ; 0.238806 ; 0.0689655 ; 0.131148 ; 0.137931 ; 0.188235 ; 0.331461 ; 0.037037 ; 0.592593 ; 0.111888 ; 0.296296 ; 0.537037 ; 0.124031 ; 0.679245 ; 0.148148 ; 0.148148 ; 0.0185185 ; 0.0695652 ; 0.193939 ; 0.0615385 ; 0.0740741 ; 0.148148 ; 0.148148 ; 0.148148 ; 0.0740741 ; 0.037037 ; 0.0695652 ; 0.296296 ; 0.037037 ; 0.0185185 ; 0.0689655 ; 0.242424 ; 0.129032 ; 1 ; 0.037037 ; 0.0740741 ; 0.0740741 ; 0.148148 ; 0.296296 ; 0.037037 ; 0.0740741 ; 0.242424 ; 0.217391 ; 0.148148 ; 0.148148 ; 0.148148 ; 0.0185185 ; 0.0740741 ; 0.148148 ; 0.00917431 ; 0.0185185 ; 0.0357143 ; 0.0185185 ; 0.0357143 ; 0.037037 ; 0.0185185 ; 0.0181818 ; 0.037037 ; 0.0185185 ; 0.037037 ; 0.037037 ; 0.0185185 ; 0.0185185 ; 0.037037
communication bn:00021221n ; 0.25 ; 0.0344828 ; 0.0714286 ; 0.0888889 ; 0.0909091 ; 0.125 ; 0.0666667 ; 0.0333333 ; 0.0366972 ; 0.0283688 ; 0.08 ; 0.0224719 ; 0.0606061 ; 0.0344828 ; 0.0333333 ; 0.111111 ; 0.133333 ; 0.0769231 ; 0.0425532 ; 0.0310078 ; 0.333333 ; 0.0625 ; 0.0377358 ; 0.125 ; 0.0333333 ; 0.0512821 ; 0.0251572 ; 0.25 ; 0.25 ; 0.2 ; 0.117647 ; 0.0449438 ; 0.0625 ; 0.2 ; 0.111111 ; 0.0526316 ; 0.25 ; 0.0909091 ; 0.142857 ; 0.266667 ; 0.125 ; 0.142857 ; 0.2 ; 0.25 ; 0.0714286 ; 0.0285714 ; 0.037037 ; 1 ; 0.2 ; 0.2 ; 0.25 ; 0.125 ; 0.333333 ; 0.2 ; 0.0714286 ; 0.0666667 ; 0.25 ; 0.111111 ; 0.111111 ; 0.2 ; 0.2 ; 0.0526316 ; 0.2 ; 0.2 ; 0.0909091 ; 0.5 ; 0.5 ; 0.333333 ; 0.5 ; 0.333333 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.5 ; 0.5 ; 0.333333
interpréter bn:00089840v ; 0.2 ; 0.0333333 ; 0.0322581 ; 0.177778 ; 0.0666667 ; 0.1 ; 0.0588235 ; 0.03125 ; 0.0353982 ; 0.0275862 ; 0.0740741 ; 0.091954 ; 0.114286 ; 0.0333333 ; 0.0645161 ; 0.0434783 ; 0.0555556 ; 0.333333 ; 0.0408163 ; 0.0620155 ; 0.0909091 ; 0.0588235 ; 0.0350877 ; 0.111111 ; 0.137931 ; 0.0465116 ; 0.0503145 ; 0.2 ; 0.0909091 ; 0.25 ; 0.0952381 ; 0.0430108 ; 0.0555556 ; 1 ; 0.0909091 ; 0.2 ; 0.2 ; 0.142857 ; 0.2 ; 0.210526 ; 0.111111 ; 0.2 ; 0.25 ; 0.0909091 ; 0.0322581 ; 0.0526316 ; 0.0740741 ; 0.2 ; 1 ; 0.333333 ; 0.2 ; 0.111111 ; 0.2 ; 0.333333 ; 0.0666667 ; 0.0625 ; 0.0909091 ; 0.2 ; 0.0909091 ; 0.25 ; 0.333333 ; 0.2 ; 0.111111 ; 0.111111 ; 0.0666667 ; 0.25 ; 0.142857 ; 0.0909091 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.111111 ; 0.0909091
transaction bn:01403911n ; 0.2 ; 0.0333333 ; 0.0666667 ; 0.0816327 ; 0.142857 ; 0.222222 ; 0.125 ; 0.0645161 ; 0.0353982 ; 0.0567376 ; 0.16 ; 0.091954 ; 0.114286 ; 0.0689655 ; 0.137931 ; 0.0434783 ; 0.117647 ; 0.142857 ; 0.0851064 ; 0.0620155 ; 0.2 ; 0.125 ; 0.0727273 ; 0.25 ; 0.137931 ; 0.0465116 ; 0.0503145 ; 0.5 ; 0.2 ; 0.25 ; 0.210526 ; 0.0430108 ; 0.117647 ; 0.333333 ; 0.2 ; 0.0909091 ; 0.5 ; 0.333333 ; 0.2 ; 0.210526 ; 0.25 ; 0.5 ; 0.25 ; 0.2 ; 0.0666667 ; 0.111111 ; 0.0740741 ; 0.2 ; 0.333333 ; 1 ; 0.5 ; 0.25 ; 0.2 ; 0.333333 ; 0.142857 ; 0.030303 ; 0.2 ; 0.2 ; 0.2 ; 0.25 ; 0.333333 ; 0.2 ; 0.111111 ; 0.25 ; 0.142857 ; 0.25 ; 0.142857 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.5 ; 0.25 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.111111 ; 0.0909091
