X;php;mysql;texte;fichier;données;types;session;base de donnees;entités;site;client web;langage de script;nombre;sélectionner;post;méthode get;code;utilisateur;afficher;nécessaire;serveur;fois;programmation;class;commentaires;composer;chaîne;syntaxe;hiérarchie;définition;langage;mise;mode;configuration;xml;postgresql;web;méthode;bits;foreach;pouvoir;information;timestamp;easyphp;pouvoir;impossible;public;en-tête;client;java;file;echo;rue;void;classe;exception;wamp;symfony;doctype;environnement de développement;realisateur
java;0.333333;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.1;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.5;0.5;0.333333;0.125;0.333333;1;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;1;0.333333;0.333333;1;0.333333;0.2;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
file;0.333333;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.1;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.2;1;0.5;0.2;0.333333;0.285714;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.5;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333
echo;0.2;0.2;0.2;0.2;0.1;0.5;0.2;0.142857;0.2;0.2;0.181818;0.333333;0.2;0.2;0.142857;0.2;0.2;0.2;0.2;0.333333;0.5;0.333333;0.5;0.333333;0.333333;0.2;0.571429;0.5;0.2;0.2;0.333333;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.5;0.2;0.5;0.5;0.142857;0.2;0.2;0.2;0.2;0.2;0.5;1;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2
rue;0.333333;0.333333;0.333333;0.333333;0.285714;0.333333;1;0.2;0.333333;0.333333;0.222222;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.125;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
void;0.333333;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.1;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.5;0.5;0.333333;0.125;0.333333;1;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;1;0.333333;0.333333;1;0.333333;0.2;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
classe;0.333333;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.1;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.5;0.5;0.333333;0.125;0.333333;1;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;1;0.333333;0.333333;1;0.333333;0.2;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
exception;0.333333;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.1;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.2;1;0.5;0.2;0.333333;0.285714;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.5;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333
wamp;0.333333;0.333333;0.333333;1;0.125;0.333333;0.333333;0.2;0.333333;1;0.222222;0.2;0.333333;0.333333;0.5;0.333333;1;1;1;0.2;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.125;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;1;1
symfony;1;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.1;0.2;0.333333;0.333333;0.2;1;0.333333;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.2;0.2;1;0.125;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333
doctype;1;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.1;0.2;0.333333;0.333333;0.2;1;0.333333;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.2;0.2;1;0.125;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333
environnement de développement;0.333333;0.333333;0.333333;1;0.125;0.333333;0.333333;0.2;0.333333;1;0.222222;0.2;0.333333;0.333333;0.5;0.333333;1;1;1;0.2;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.125;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;1;1
realisateur;0.333333;0.333333;0.333333;1;0.125;0.333333;0.333333;0.2;0.333333;1;0.222222;0.2;0.333333;0.333333;0.5;0.333333;1;1;1;0.2;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.125;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;1;1
