X ; page web bn:00080778n ; navigateur bn:00013447n ; serveur web bn:02705179n ; fichier bn:00021475n ; client bn:00019764n ; base de donnée bn:00025333n ; donnée bn:00025314n ; php bn:01753580n ; javascript bn:00055423n ; code bn:00020354n ; texte bn:00076732n ; concerner bn:00083240v ; commentaire bn:00020978n ; délimiter bn:00086464v ; gras bn:00011848n ; fois bn:00032768n ; lien hypertextes bn:00045513n ; url bn:00079080n ; case à cocher bn:03157691n ; post bn:01500184n ; nombre bn:00058285n ; text bn:14981519n ; sélectionner bn:00084931v ; langage bn:00049910n ; zones bn:00005513n ; utilisateur bn:00079373n ; affectation bn:02806034n ; syntaxe bn:00062118n ; case bn:04777941n ; associer bn:00082868v ; personne bn:00046516n ; structure de contrôle bn:00047734n ; définition bn:00025928n ; méthode post bn:00045088n ; fermeture bn:16858148n ; passwd bn:14874750n ; machine bn:00054050n ; mysql bn:01225760n ; salaire bn:15928884n ; jour bn:00000086n ; programmation bn:00021493n ; site bn:00047172n ; types bn:00016413n ; session bn:03751534n ; entités bn:00031027n ; côté serveur bn:03816678n ; langage de script bn:01431715n ; internet bn:00024712n ; avoir accès bn:00082209v ; système bn:15125301n ; valeur par défaut bn:03854990n ; menu bn:00021485n ; afficher bn:00087013v ; nécessaire bn:00107182a ; serveur bn:00044916n ; class bn:03598962n ; composer bn:14766022n ; chaîne bn:00074685n ; helvetica bn:00043646n ; côté client bn:03163702n ; list bn:04720346n ; mode bn:00033729n ; configuration bn:03088982n ; xml bn:02771436n ; web bn:00080772n ; méthode bn:01641329n ; bits bn:00010731n ; conditionnelle bn:00100214a ; foreach bn:03463379n ; pouvoir bn:00084450v ; mot bn:00081546n ; information bn:00046705n ; varchar bn:01838409n ; timestamp bn:03603649n ; easyphp bn:14837849n ; casse bn:03225002n ; sauvegarder bn:00093281v ; insert bn:03795444n ; pouvoir bn:00084451v ; impossible bn:00104687a ; fonctionnalité bn:00036836n ; couleurs bn:00020726n ; bienvenue bn:00080852n ; id bn:03885719n ; paris bn:00015540n ; france bn:00036202n ; programmation web bn:03446093n ; interpréter bn:00089840v ; opérateurs bn:16281811n ; pointeur bn:03222272n ; cle bn:04756252n ; classes bn:03608262n ; header bn:00043309n ; visiteur bn:03106425n ; null bn:15898583n ; echo bn:03626250n ; positionnement bn:00030615n ; exe bn:14503132n ; rue bn:00074595n ; thomas bn:00005240n ; doctype bn:15839327n ; file bn:00065682n ; mysqli bn:01438356n ; attribut bn:00007068n ; moteur bn:00030850n ; transaction bn:01403911n ; valeur bn:00079508n ; exception bn:00032118n ; head bn:02338897n ; wamp bn:01708928n ; symfony bn:02798620n ; inverse bn:00056301n ; info bn:00046698n ; realisateur bn:00027369n ; généralité bn:00041249n ; autre bn:00108013a
sélectionner bn:00084931v ; 0.00472255 ; 0.00566572 ; 0.00151057 ; 0.00835073 ; 0.0239521 ; 0.00724638 ; 0.00719424 ; 0.00796813 ; 0.00350109 ; 0.0625 ; 0.0042061 ; 0.00907029 ; 0.00674536 ; 0.0231214 ; 0.125 ; 0.00685518 ; 0.0125984 ; 0.00274725 ; 0.0392157 ; 0.00938967 ; 0.0120482 ; 0.00884956 ; 1 ; 0.0296296 ; 0.0526316 ; 0.00438116 ; 0.0416667 ; 0.0108992 ; 0.0284698 ; 0.00524934 ; 0.00884956 ; 0.00792864 ; 0.00250784 ; 0.00473934 ; 0.0107239 ; 0.2 ; 0.0103093 ; 0.00959233 ; 0.2 ; 0.0366972 ; 0.0100251 ; 0.00804829 ; 0.0251572 ; 0.0294118 ; 0.0206186 ; 0.0037037 ; 0.0240964 ; 0.00589971 ; 0.2 ; 0.00623053 ; 0.00692042 ; 0.0285714 ; 0.0172414 ; 0.2 ; 0.00515464 ; 0.0172414 ; 0.0588235 ; 0.0434783 ; 0.111111 ; 0.0064 ; 0.0190476 ; 0.00407747 ; 0.0101523 ; 0.0169492 ; 0.0625 ; 0.00460829 ; 0.031746 ; 0.0307692 ; 0.00790514 ; 0.0909091 ; 0.00458716 ; 0.030303 ; 0.0149254 ; 0.0645161 ; 0.0909091 ; 0.030303 ; 0.0322581 ; 0.00809717 ; 0.25 ; 0.117647 ; 0.2 ; 0.010582 ; 0.142857 ; 0.0229885 ; 0.142857 ; 0.0666667 ; 0.0909091 ; 0.0666667 ; 0.0666667 ; 0.0571429 ; 0.00952381 ; 0.0185185 ; 0.0634921 ; 0.0322581 ; 0.025641 ; 0.2 ; 0.111111 ; 0.142857 ; 0.142857 ; 0.25 ; 0.0169492 ; 0.0408163 ; 0.0666667 ; 0.0909091 ; 0.0634921 ; 0.142857 ; 0.0526316 ; 0.2 ; 0.142857 ; 0.0666667 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.25 ; 0.25
langage bn:00049910n ; 0.0306878 ; 0.0717489 ; 0.0213471 ; 0.0430293 ; 0.057554 ; 0.0650407 ; 0.0647773 ; 0.0107527 ; 0.0382467 ; 0.0129032 ; 0.0568627 ; 0.0289855 ; 0.222411 ; 0.0273973 ; 0.0529801 ; 0.0736146 ; 0.0609418 ; 0.0595716 ; 0.0244648 ; 0.0297952 ; 0.040201 ; 0.0507614 ; 0.0296296 ; 1 ; 0.0124224 ; 0.015625 ; 0.0487013 ; 0.114691 ; 0.040404 ; 0.0697954 ; 0.0723982 ; 0.0846813 ; 0.0299043 ; 0.0621359 ; 0.103753 ; 0.0305344 ; 0.0320641 ; 0.030303 ; 0.0305344 ; 0.048048 ; 0.0322222 ; 0.0452261 ; 0.0592593 ; 0.0432432 ; 0.0993151 ; 0.027234 ; 0.04 ; 0.0413972 ; 0.027972 ; 0.0815752 ; 0.0428994 ; 0.0209424 ; 0.0168776 ; 0.027972 ; 0.117574 ; 0.0711111 ; 0.0103627 ; 0.057554 ; 0.00757576 ; 0.0217391 ; 0.036036 ; 0.0297398 ; 0.10274 ; 0.0167364 ; 0.0437158 ; 0.0294659 ; 0.0867052 ; 0.043956 ; 0.0259319 ; 0.0137931 ; 0.0162767 ; 0.0437158 ; 0.0914286 ; 0.0216216 ; 0.057554 ; 0.0213904 ; 0.0680851 ; 0.0877193 ; 0.0152672 ; 0.10274 ; 0.0137931 ; 0.0676533 ; 0.00724638 ; 0.199203 ; 0.0296296 ; 0.0145985 ; 0.0137931 ; 0.0296296 ; 0.0296296 ; 0.025641 ; 0.0751174 ; 0.102894 ; 0.043956 ; 0.0446927 ; 0.108844 ; 0.027972 ; 0.00757576 ; 0.0145985 ; 0.00724638 ; 0.00757576 ; 0.0958084 ; 0.0368664 ; 0.0296296 ; 0.122137 ; 0.1875 ; 0.0610687 ; 0.108844 ; 0.0150376 ; 0.0145985 ; 0.0610687 ; 0.0152672 ; 0.0152672 ; 0.0152672 ; 0.0152672 ; 0.00757576 ; 0.00757576
zones bn:00005513n ; 0.0379597 ; 0.0440771 ; 0.0121029 ; 0.0325866 ; 0.0209424 ; 0.0124224 ; 0.0123457 ; 0.0613027 ; 0.0140044 ; 0.0740741 ; 0.00823893 ; 0.0173536 ; 0.00648298 ; 0.0414508 ; 0.0714286 ; 0.00671704 ; 0.0121396 ; 0.00542005 ; 0.0350877 ; 0.0758294 ; 0.0188679 ; 0.00862069 ; 0.0526316 ; 0.0124224 ; 1 ; 0.0172973 ; 0.037037 ; 0.0213333 ; 0.0262295 ; 0.0206718 ; 0.0298507 ; 0.0156098 ; 0.00995644 ; 0.0181818 ; 0.0100756 ; 0.0285714 ; 0.04 ; 0.037296 ; 0.0285714 ; 0.0683761 ; 0.00973236 ; 0.0154739 ; 0.0935673 ; 0.0930233 ; 0.0183486 ; 0.014652 ; 0.0792079 ; 0.0231884 ; 0.0909091 ; 0.0120846 ; 0.0133779 ; 0.0909091 ; 0.0597015 ; 0.0909091 ; 0.0100503 ; 0.0289855 ; 0.0434783 ; 0.0434783 ; 0.0625 ; 0.0251177 ; 0.0314961 ; 0.0161128 ; 0.0182648 ; 0.125 ; 0.0454545 ; 0.00877193 ; 0.0470588 ; 0.045977 ; 0.0152091 ; 0.0434783 ; 0.0368664 ; 0.0454545 ; 0.0454545 ; 0.0465116 ; 0.0909091 ; 0.0454545 ; 0.0555556 ; 0.0622568 ; 0.030303 ; 0.0689655 ; 0.0909091 ; 0.0201005 ; 0.111111 ; 0.0412371 ; 0.025641 ; 0.025641 ; 0.0434783 ; 0.025641 ; 0.0526316 ; 0.0338983 ; 0.015625 ; 0.0166667 ; 0.045977 ; 0.1 ; 0.015873 ; 0.0434783 ; 0.030303 ; 0.0526316 ; 0.111111 ; 0.0625 ; 0.0243902 ; 0.0327869 ; 0.0526316 ; 0.0212766 ; 0.045977 ; 0.0526316 ; 0.0322581 ; 0.0285714 ; 0.0526316 ; 0.0526316 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.0625 ; 0.0625
utilisateur bn:00079373n ; 0.246975 ; 0.051046 ; 0.343797 ; 0.0889064 ; 0.0571992 ; 0.0307235 ; 0.0156098 ; 0.102197 ; 0.228934 ; 0.0174102 ; 0.217049 ; 0.189046 ; 0.0800288 ; 0.134737 ; 0.00861141 ; 0.11733 ; 0.0812325 ; 0.259872 ; 0.106362 ; 0.19802 ; 0.0165119 ; 0.126087 ; 0.00438116 ; 0.015625 ; 0.0172973 ; 1 ; 0.0299345 ; 0.136238 ; 0.108007 ; 0.155232 ; 0.0639413 ; 0.116414 ; 0.267748 ; 0.0507534 ; 0.0932421 ; 0.00219539 ; 0.190608 ; 0.177204 ; 0.00219539 ; 0.060207 ; 0.138 ; 0.170284 ; 0.0618762 ; 0.0340788 ; 0.11687 ; 0.44154 ; 0.00817996 ; 0.313693 ; 0.0176018 ; 0.169312 ; 0.345735 ; 0.0340064 ; 0.0670157 ; 0.0176018 ; 0.145095 ; 0.0324215 ; 0.070407 ; 0.00434311 ; 0.00220022 ; 0.293322 ; 0.0621707 ; 0.434221 ; 0.0566763 ; 0.062435 ; 0.0319489 ; 0.0932134 ; 0.0342612 ; 0.0649065 ; 0.341255 ; 0.0176018 ; 0.267475 ; 0.0341515 ; 0.0167891 ; 0.0342246 ; 0.0087241 ; 0.0660066 ; 0.0641158 ; 0.0569853 ; 0.00220022 ; 0.0173348 ; 0.0176018 ; 0.199065 ; 0.00880088 ; 0.0305635 ; 0.00880088 ; 0.00218579 ; 0.0176018 ; 0.00438116 ; 0.00438116 ; 0.0319032 ; 0.0161453 ; 0.114314 ; 0.0649065 ; 0.0168599 ; 0.00857449 ; 0.0087241 ; 0.00220022 ; 0.00438116 ; 0.00438116 ; 0.00220022 ; 0.00839454 ; 0.0162107 ; 0.00880088 ; 0.0087241 ; 0.0168067 ; 0.00880088 ; 0.00857449 ; 0.00440044 ; 0.00880088 ; 0.00880088 ; 0.0010989 ; 0.0010989 ; 0.0010989 ; 0.00220022 ; 0.00220022 ; 0.00220022
affectation bn:02806034n ; 0.0319043 ; 0.102249 ; 0.037308 ; 0.0245776 ; 0.0923077 ; 0.0521173 ; 0.0451613 ; 0.0380048 ; 0.0658348 ; 0.00925926 ; 0.0909962 ; 0.046589 ; 0.0195822 ; 0.0463768 ; 0.0377358 ; 0.0518576 ; 0.0172202 ; 0.0339623 ; 0.0421053 ; 0.0513699 ; 0.0151515 ; 0.0478011 ; 0.0416667 ; 0.0487013 ; 0.037037 ; 0.0299345 ; 1 ; 0.0692841 ; 0.128878 ; 0.0348584 ; 0.00675676 ; 0.145992 ; 0.0318287 ; 0.0915619 ; 0.0293578 ; 0.0103093 ; 0.0285714 ; 0.0558464 ; 0.0103093 ; 0.0846561 ; 0.0280374 ; 0.130363 ; 0.084375 ; 0.016 ; 0.0914286 ; 0.02589 ; 0.0632411 ; 0.0188235 ; 0.0196078 ; 0.0401003 ; 0.0435967 ; 0.015873 ; 0.0559441 ; 0.04 ; 0.0168776 ; 0.00666667 ; 0.0322581 ; 0.00970874 ; 0.0104167 ; 0.0409731 ; 0.0282686 ; 0.0138768 ; 0.0435967 ; 0.117647 ; 0.0327869 ; 0.0130719 ; 0.033195 ; 0.0329218 ; 0.0235988 ; 0.00970874 ; 0.0557769 ; 0.0327869 ; 0.016129 ; 0.0330579 ; 0.0196078 ; 0.0327869 ; 0.0263158 ; 0.0188235 ; 0.0104167 ; 0.0776699 ; 0.0196078 ; 0.0143369 ; 0.0204082 ; 0.0462428 ; 0.010101 ; 0.010101 ; 0.00970874 ; 0.00502513 ; 0.0204082 ; 0.0375587 ; 0.0283688 ; 0.0412371 ; 0.0680851 ; 0.0333333 ; 0.00900901 ; 0.0196078 ; 0.00518135 ; 0.0204082 ; 0.0204082 ; 0.0104167 ; 0.0166667 ; 0.201681 ; 0.010101 ; 0.00970874 ; 0.0680851 ; 0.0204082 ; 0.0769231 ; 0.0208333 ; 0.010101 ; 0.010101 ; 0.00518135 ; 0.00518135 ; 0.00518135 ; 0.00518135 ; 0.0104167 ; 0.0104167
syntaxe bn:00062118n ; 0.082361 ; 0.0587659 ; 0.179469 ; 0.0951087 ; 0.0704057 ; 0.0359281 ; 0.0358852 ; 0.0652884 ; 0.321225 ; 0.0106383 ; 0.124415 ; 0.109953 ; 0.248113 ; 0.0367394 ; 0.0214477 ; 0.200884 ; 0.155274 ; 0.232244 ; 0.13285 ; 0.11368 ; 0.0201511 ; 0.206186 ; 0.0108992 ; 0.114691 ; 0.0213333 ; 0.136238 ; 0.0692841 ; 1 ; 0.0672976 ; 0.161089 ; 0.0383189 ; 0.18895 ; 0.232768 ; 0.0540788 ; 0.094246 ; 0.00544959 ; 0.12024 ; 0.103946 ; 0.00544959 ; 0.138756 ; 0.136499 ; 0.138219 ; 0.156047 ; 0.0418848 ; 0.0657439 ; 0.136221 ; 0.0410783 ; 0.1822 ; 0.0217984 ; 0.177682 ; 0.166815 ; 0.0417755 ; 0.0394089 ; 0.0217984 ; 0.276271 ; 0.0394089 ; 0.0204604 ; 0.0107817 ; 0.0027248 ; 0.097166 ; 0.0195838 ; 0.250731 ; 0.0644419 ; 0.039312 ; 0.0205656 ; 0.0506329 ; 0.0380577 ; 0.020592 ; 0.102587 ; 0.0107817 ; 0.145104 ; 0.039267 ; 0.039267 ; 0.0206186 ; 0.0217984 ; 0.0205656 ; 0.0810127 ; 0.0655738 ; 0.0027248 ; 0.0408719 ; 0.0107817 ; 0.227021 ; 0.00542005 ; 0.137107 ; 0.00542005 ; 0.0027027 ; 0.0107817 ; 0.0027027 ; 0.00542005 ; 0.00527009 ; 0.04 ; 0.0701357 ; 0.020592 ; 0.0206718 ; 0.0213333 ; 0.0107817 ; 0.00136054 ; 0.0027027 ; 0.0027027 ; 0.0027248 ; 0.0410596 ; 0.040201 ; 0.0108992 ; 0.0217984 ; 0.0803815 ; 0.0108992 ; 0.0213333 ; 0.00271739 ; 0.0108992 ; 0.0108992 ; 0.0027248 ; 0.0027248 ; 0.0027248 ; 0.0027248 ; 0.0027248 ; 0.0027248
case bn:04777941n ; 0.0603774 ; 0.0536913 ; 0.0671288 ; 0.0441989 ; 0.0698795 ; 0.019802 ; 0.0197531 ; 0.0313725 ; 0.122976 ; 0.0132013 ; 0.0504705 ; 0.0466472 ; 0.0727497 ; 0.165803 ; 0.0265781 ; 0.132134 ; 0.062645 ; 0.0638428 ; 0.0706402 ; 0.177554 ; 0.0056338 ; 0.0802188 ; 0.0284698 ; 0.040404 ; 0.0262295 ; 0.108007 ; 0.128878 ; 0.0672976 ; 1 ; 0.125677 ; 0.0431267 ; 0.0840336 ; 0.0606232 ; 0.0941915 ; 0.0517799 ; 0.00706714 ; 0.0505529 ; 0.0483384 ; 0.00706714 ; 0.0685225 ; 0.0998981 ; 0.120116 ; 0.0380952 ; 0.0489297 ; 0.143204 ; 0.093473 ; 0.0112994 ; 0.0694289 ; 0.0569395 ; 0.144458 ; 0.156969 ; 0.0117302 ; 0.0891365 ; 0.0276817 ; 0.0625631 ; 0.0426667 ; 0.102236 ; 0.00337838 ; 0.0035461 ; 0.0763723 ; 0.165644 ; 0.0518395 ; 0.142857 ; 0.0886427 ; 0.0492308 ; 0.0472674 ; 0.0496894 ; 0.209964 ; 0.156573 ; 0.0276817 ; 0.0974212 ; 0.024024 ; 0.024024 ; 0.0495356 ; 0.0276817 ; 0.0492308 ; 0.0867209 ; 0.0653061 ; 0.00711744 ; 0.0264026 ; 0.0276817 ; 0.104553 ; 0.0284698 ; 0.0367816 ; 0.0284698 ; 0.0140351 ; 0.0136519 ; 0.00696864 ; 0.0140351 ; 0.0544218 ; 0.0440771 ; 0.135945 ; 0.209964 ; 0.0243161 ; 0.012945 ; 0.0276817 ; 0.00711744 ; 0.0140351 ; 0.0140351 ; 0.00711744 ; 0.0060423 ; 0.0217984 ; 0.00696864 ; 0.0136519 ; 0.0240964 ; 0.0140351 ; 0.0262295 ; 0.0142349 ; 0.00696864 ; 0.0140351 ; 0.0035461 ; 0.0035461 ; 0.0035461 ; 0.0035461 ; 0.00711744 ; 0.00711744
associer bn:00082868v ; 0.214719 ; 0.0908193 ; 0.286687 ; 0.0853873 ; 0.03367 ; 0.0672269 ; 0.037296 ; 0.0524659 ; 0.331729 ; 0.0103093 ; 0.255523 ; 0.116822 ; 0.193091 ; 0.0741599 ; 0.0102828 ; 0.246762 ; 0.0815217 ; 0.199132 ; 0.0169133 ; 0.190716 ; 0.00968523 ; 0.137577 ; 0.00524934 ; 0.0697954 ; 0.0206718 ; 0.155232 ; 0.0348584 ; 0.161089 ; 0.125677 ; 1 ; 0.0384615 ; 0.166337 ; 0.182779 ; 0.107547 ; 0.058216 ; 0.00263158 ; 0.117417 ; 0.146915 ; 0.00527704 ; 0.0338983 ; 0.127536 ; 0.091623 ; 0.0753828 ; 0.0817942 ; 0.25066 ; 0.286115 ; 0.0321384 ; 0.191348 ; 0.0211082 ; 0.841689 ; 0.37037 ; 0.0198511 ; 0.0742574 ; 0.0104439 ; 0.331593 ; 0.145119 ; 0.0405063 ; 0.00519481 ; 0.00131752 ; 0.190846 ; 0.0387879 ; 0.152824 ; 0.251979 ; 0.0740741 ; 0.0407125 ; 0.0542222 ; 0.0751979 ; 0.0778364 ; 0.107206 ; 0.0104439 ; 0.210722 ; 0.0407125 ; 0.0791557 ; 0.02 ; 0.0211082 ; 0.0407125 ; 0.158311 ; 0.113712 ; 0.00263852 ; 0.0395778 ; 0.0104439 ; 0.254989 ; 0.0105541 ; 0.133089 ; 0.0105541 ; 0.00524934 ; 0.0104439 ; 0.00524934 ; 0.0105541 ; 0.0207523 ; 0.038835 ; 0.279683 ; 0.0778364 ; 0.0200501 ; 0.0422164 ; 0.0211082 ; 0.00263852 ; 0.0105541 ; 0.0105541 ; 0.00263852 ; 0.00997506 ; 0.0390244 ; 0.00524934 ; 0.0211082 ; 0.0778364 ; 0.0105541 ; 0.0422164 ; 0.00527704 ; 0.00524934 ; 0.0105541 ; 0.00263852 ; 0.00263852 ; 0.00263852 ; 0.00263852 ; 0.00263852 ; 0.00263852
personne bn:00046516n ; 0.0348964 ; 0.0760095 ; 0.022685 ; 0.0582878 ; 0.0306513 ; 0.0723982 ; 0.0720721 ; 0.0233236 ; 0.0261803 ; 0.03125 ; 0.0154291 ; 0.0303605 ; 0.179966 ; 0.122449 ; 0.0307692 ; 0.0257857 ; 0.0421941 ; 0.0407482 ; 0.0264901 ; 0.0645161 ; 0.0963855 ; 0.0327198 ; 0.00884956 ; 0.0723982 ; 0.0298507 ; 0.0639413 ; 0.00675676 ; 0.0383189 ; 0.0431267 ; 0.0384615 ; 1 ; 0.00722674 ; 0.0372861 ; 0.0316206 ; 0.136364 ; 0.0185185 ; 0.0337553 ; 0.0318091 ; 0.00917431 ; 0.0125 ; 0.018018 ; 0.0564374 ; 0.0316206 ; 0.105263 ; 0.0571429 ; 0.0278261 ; 0.0110497 ; 0.0427807 ; 0.0338983 ; 0.0449438 ; 0.098546 ; 0.0240964 ; 0.08 ; 0.0338983 ; 0.137306 ; 0.08 ; 0.0493827 ; 0.0338983 ; 0.00934579 ; 0.0225035 ; 0.0846561 ; 0.0596869 ; 0.0569395 ; 0.0380952 ; 0.0246914 ; 0.121849 ; 0.108844 ; 0.107383 ; 0.111517 ; 0.0701754 ; 0.0339703 ; 0.0506329 ; 0.106667 ; 0.025 ; 0.0338983 ; 0.0506329 ; 0.0761905 ; 0.101587 ; 0.00934579 ; 0.030303 ; 0.0166667 ; 0.145585 ; 0.0178571 ; 0.0615385 ; 0.0363636 ; 0.0178571 ; 0.0701754 ; 0.0754717 ; 0.0363636 ; 0.0305344 ; 0.0851064 ; 0.0529801 ; 0.0509554 ; 0.0519481 ; 0.0615385 ; 0.0166667 ; 0.0188679 ; 0.00884956 ; 0.00884956 ; 0.00934579 ; 0.0533333 ; 0.00502513 ; 0.0363636 ; 0.0338983 ; 0.0248447 ; 0.0363636 ; 0.0147059 ; 0.00917431 ; 0.0363636 ; 0.0754717 ; 0.00934579 ; 0.00934579 ; 0.00934579 ; 0.0188679 ; 0.00934579 ; 0.00934579
structure de contrôle bn:00047734n ; 0.160401 ; 0.111475 ; 0.273266 ; 0.10089 ; 0.0501792 ; 0.027027 ; 0.0288548 ; 0.0717949 ; 0.263521 ; 0.013712 ; 0.378436 ; 0.0913208 ; 0.0589795 ; 0.0137694 ; 0.0146771 ; 0.232163 ; 0.136144 ; 0.189464 ; 0.0557006 ; 0.109302 ; 0.00742804 ; 0.142772 ; 0.00792864 ; 0.0846813 ; 0.0156098 ; 0.116414 ; 0.145992 ; 0.18895 ; 0.0840336 ; 0.166337 ; 0.00722674 ; 1 ; 0.201479 ; 0.126482 ; 0.0833333 ; 0.00396432 ; 0.0934066 ; 0.120567 ; 0.00396432 ; 0.100448 ; 0.196689 ; 0.0995608 ; 0.0553037 ; 0.0151659 ; 0.0989918 ; 0.212914 ; 0.0763132 ; 0.141791 ; 0.00786627 ; 0.140582 ; 0.0732203 ; 0.0307397 ; 0.0145059 ; 0.00786627 ; 0.0651914 ; 0.0275482 ; 0.00751174 ; 0.00786627 ; 0.00198216 ; 0.147887 ; 0.0297398 ; 0.117614 ; 0.051709 ; 0.0293848 ; 0.0308582 ; 0.0405503 ; 0.0142721 ; 0.0152091 ; 0.0777461 ; 0.00195503 ; 0.126651 ; 0.0308582 ; 0.0151947 ; 0.0279383 ; 0.00786627 ; 0.0151947 ; 0.0291705 ; 0.0442774 ; 0.00198216 ; 0.0297324 ; 0.00786627 ; 0.0469341 ; 0.00394867 ; 0.0526786 ; 0.00394867 ; 0.00394867 ; 0.00391773 ; 0.00197044 ; 0.00394867 ; 0.0156556 ; 0.0269017 ; 0.112022 ; 0.030888 ; 0.0152526 ; 0.0156098 ; 0.00786627 ; 0.000990099 ; 0.00792864 ; 0.00792864 ; 0.00198216 ; 0.015311 ; 0.0615977 ; 0.00792864 ; 0.0158573 ; 0.0584737 ; 0.00792864 ; 0.0317146 ; 0.00396432 ; 0.00394867 ; 0.00792864 ; 0.00198216 ; 0.00198216 ; 0.00198216 ; 0.00198216 ; 0.00198216 ; 0.00198216
définition bn:00025928n ; 0.167386 ; 0.0625 ; 0.426887 ; 0.169875 ; 0.0515588 ; 0.0609982 ; 0.0348348 ; 0.11138 ; 0.375444 ; 0.00999375 ; 0.255814 ; 0.113063 ; 0.143757 ; 0.0377358 ; 0.00496586 ; 0.242902 ; 0.0976331 ; 0.404894 ; 0.0659145 ; 0.0645161 ; 0.0195719 ; 0.21648 ; 0.00250784 ; 0.0299043 ; 0.00995644 ; 0.267748 ; 0.0318287 ; 0.232768 ; 0.0606232 ; 0.182779 ; 0.0372861 ; 0.201479 ; 1 ; 0.114381 ; 0.170149 ; 0.00251414 ; 0.123436 ; 0.103524 ; 0.00125549 ; 0.0666274 ; 0.150771 ; 0.124663 ; 0.0380499 ; 0.0389692 ; 0.0632836 ; 0.300341 ; 0.0195599 ; 0.205428 ; 0.00500313 ; 0.194534 ; 0.187603 ; 0.0402263 ; 0.0691389 ; 0.00500313 ; 0.177966 ; 0.0191732 ; 0.0197166 ; 0.00500313 ; 0.00125707 ; 0.187332 ; 0.0193004 ; 0.285285 ; 0.0626118 ; 0.070396 ; 0.0197653 ; 0.105696 ; 0.019802 ; 0.0185185 ; 0.112115 ; 0.00500313 ; 0.159906 ; 0.0377121 ; 0.0377121 ; 0.00979792 ; 0.00500313 ; 0.0191358 ; 0.0375985 ; 0.03386 ; 0.000628141 ; 0.00996885 ; 0.00500313 ; 0.119021 ; 0.00502828 ; 0.0352734 ; 0.00250784 ; 0.00250784 ; 0.0100566 ; 0.00250784 ; 0.00502828 ; 0.00934579 ; 0.0368324 ; 0.0656028 ; 0.0185185 ; 0.0191832 ; 0.0201131 ; 0.00500313 ; 0.00125707 ; 0.00125235 ; 0.00250784 ; 0.00125707 ; 0.0192308 ; 0.0193587 ; 0.00502828 ; 0.00500313 ; 0.0197775 ; 0.00250784 ; 0.00995644 ; 0.00125549 ; 0.00502828 ; 0.00502828 ; 0.00125707 ; 0.00125707 ; 0.00125707 ; 0.00125707 ; 0.00125707 ; 0.00125707
méthode post bn:00045088n ; 0.0733163 ; 0.0931232 ; 0.107492 ; 0.0645161 ; 0.0140105 ; 0.0621359 ; 0.0538462 ; 0.0998336 ; 0.0701268 ; 0.0184332 ; 0.119048 ; 0.113577 ; 0.061246 ; 0.0446429 ; 0.00452489 ; 0.15295 ; 0.0823893 ; 0.0589569 ; 0.0264901 ; 0.0397022 ; 0.0165289 ; 0.0749186 ; 0.00473934 ; 0.0621359 ; 0.0181818 ; 0.0507534 ; 0.0915619 ; 0.0540788 ; 0.0941915 ; 0.107547 ; 0.0316206 ; 0.126482 ; 0.114381 ; 1 ; 0.0709413 ; 0.00238663 ; 0.0416667 ; 0.0196802 ; 0.00478469 ; 0.0531561 ; 0.0917266 ; 0.0329545 ; 0.0477064 ; 0.034632 ; 0.0557491 ; 0.0938416 ; 0.033543 ; 0.0623782 ; 0.0188679 ; 0.121277 ; 0.0691145 ; 0.0344828 ; 0.0647773 ; 0.00934579 ; 0.0979667 ; 0.015444 ; 0.0169492 ; 0.00934579 ; 0.00239808 ; 0.065776 ; 0.0662526 ; 0.0481565 ; 0.105647 ; 0.0645161 ; 0.0347826 ; 0.131367 ; 0.0172043 ; 0.0348584 ; 0.0749415 ; 0.00465116 ; 0.0473083 ; 0.0347826 ; 0.032538 ; 0.0349345 ; 0.0188679 ; 0.00847458 ; 0.0307692 ; 0.0512 ; 0.00239808 ; 0.0182648 ; 0.0188679 ; 0.0422164 ; 0.0192308 ; 0.10566 ; 0.00473934 ; 0.00952381 ; 0.00465116 ; 0.00473934 ; 0.00952381 ; 0.0183066 ; 0.0597938 ; 0.0536913 ; 0.0348584 ; 0.0350877 ; 0.0181818 ; 0.00934579 ; 0.00239808 ; 0.00473934 ; 0.00952381 ; 0.00480769 ; 0.0353982 ; 0.0669456 ; 0.00473934 ; 0.00934579 ; 0.0348584 ; 0.00473934 ; 0.037037 ; 0.00478469 ; 0.00473934 ; 0.00952381 ; 0.00480769 ; 0.00480769 ; 0.00480769 ; 0.00239808 ; 0.00480769 ; 0.00480769
