X;page web;navigateur;serveur web;fichier;client;base de donnée;donnée;php;javascript;code;texte;concerner;commentaire;délimiter;gras;fois;lien hypertextes;url;case à cocher;post;nombre;text;langage;zones;utilisateur;affectation;syntaxe;case;associer;personne;structure de contrôle;méthode post;fermeture;passwd;machine;mysql;salaire;jour;programmation;site;paris;france;programmation web;session;chaîne;côté serveur;côté client;script;interpréter;serveur;type;opérateurs;list;pointeur;cle;méthode;conditionnelles;foreach;couleurs;valeur par défaut;classes;fonctionnalité;class;header;mot;visiteur;sauvegarder;null;web;positionnement;affiche;casse;internet;système;exe;menu;id;mysqli;head;attribut;valeur;moteur;timestamp;accéder
passwd;0.333333;0.111111;0.333333;0.037037;0.0769231;0.0434783;0.0434783;0.0588235;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.5;0.0769231;0.047619;0.0833333;0.2;0.2;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;1;0.333333;0.153846;0.333333;0.333333;0.5;0.0434783;0.333333;0.333333;0.5;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;1;0.333333;0.285714;0.333333;0.333333;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333
machine;1;0.25;1;0.037037;0.037037;0.0909091;0.0909091;0.125;0.333333;0.2;0.5;1;0.2;0.5;0.333333;0.333333;0.333333;0.2;0.2;0.166667;0.1;0.0833333;0.2;0.5;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.222222;0.333333;0.333333;1;0.153846;1;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
mysql;0.153846;0.235294;0.153846;0.0540541;0.114286;0.296296;0.296296;0.0740741;0.153846;0.0625;0.133333;0.153846;0.0625;0.133333;0.0714286;0.0714286;0.0714286;0.0625;0.133333;0.0869565;0.32;0.0909091;0.0625;0.307692;0.307692;0.153846;0.0714286;0.133333;0.153846;0.153846;0.0714286;0.1;0.0714286;0.153846;0.153846;1;0.153846;0.0714286;0.133333;0.129032;0.0714286;0.0714286;0.133333;0.0714286;0.105263;0.0714286;0.0714286;0.148148;0.0714286;0.0909091;0.28;0.0714286;0.0714286;0.0714286;0.133333;0.153846;0.153846;0.111111;0.0714286;0.153846;0.133333;0.0714286;0.0714286;0.133333;0.153846;0.153846;0.0714286;0.153846;0.133333;0.0714286;0.153846;0.0714286;0.0714286;0.0714286;0.0714286;0.0714286;0.0714286;0.0714286;0.153846;0.153846;0.0714286;0.153846;0.0714286;0.0714286
salaire;1;0.25;1;0.037037;0.037037;0.0909091;0.0909091;0.125;0.333333;0.2;0.5;1;0.2;0.5;0.333333;0.333333;0.333333;0.2;0.2;0.166667;0.1;0.0833333;0.2;0.5;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.222222;0.333333;0.333333;1;0.153846;1;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
jour;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0909091;0.0909091;0.125;0.333333;0.5;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;0.166667;0.047619;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;1;0.2;0.0909091;1;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;1;0.333333;0.333333;0.5;0.333333;0.333333;0.285714;0.333333;0.333333;0.5;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
programmation;0.2;0.0909091;0.2;0.0714286;0.0714286;0.04;0.04;0.111111;0.2;0.142857;0.142857;0.2;0.142857;0.142857;0.2;0.2;0.2;0.142857;0.333333;0.0666667;0.0434783;0.0714286;0.333333;0.142857;0.333333;0.2;0.5;0.142857;0.2;0.2;0.5;0.181818;0.2;0.5;0.2;0.133333;0.2;0.2;1;0.04;0.2;0.2;0.333333;0.2;0.2;0.2;0.2;0.1;0.2;0.0714286;0.210526;0.2;0.2;0.2;0.142857;0.5;0.2;0.222222;0.2;0.2;0.333333;0.5;0.2;0.142857;0.2;0.2;0.2;0.2;0.333333;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.5;0.2;0.2;0.2;0.2
site;0.0434783;0.0714286;0.0434783;0.2;0.411765;0.466667;0.466667;0.117647;0.0909091;0.0833333;0.0833333;0.0434783;0.04;0.04;0.0434783;0.0909091;0.0434783;0.181818;0.04;0.133333;0.235294;0.269231;0.0833333;0.0833333;0.04;0.0909091;0.0434783;0.181818;0.0434783;0.0434783;0.0434783;0.0333333;0.0909091;0.0434783;0.0434783;0.129032;0.0434783;0.0909091;0.04;1;0.0909091;0.0909091;0.04;0.0909091;0.153846;0.0434783;0.0434783;0.212121;0.0434783;0.137931;0.108108;0.0909091;0.0434783;0.0434783;0.181818;0.0434783;0.0909091;0.16;0.0909091;0.0909091;0.0833333;0.0434783;0.0909091;0.181818;0.0909091;0.0909091;0.0909091;0.0909091;0.04;0.0434783;0.0909091;0.0434783;0.0909091;0.0909091;0.0434783;0.0909091;0.0909091;0.0909091;0.0434783;0.0434783;0.0909091;0.0909091;0.0909091;0.0909091
paris;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0909091;0.0909091;0.125;0.333333;0.5;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;0.166667;0.047619;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;1;0.2;0.0909091;1;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;1;0.333333;0.333333;0.5;0.333333;0.333333;0.285714;0.333333;0.333333;0.5;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
france;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.166667;0.047619;0.0833333;0.5;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.1;1;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;1;0.2;1;0.25;0.333333;0.333333;0.111111;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.285714;0.333333;0.333333;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
programmation web;0.2;0.0909091;0.2;0.0344828;0.0714286;0.04;0.04;0.0526316;0.2;0.333333;0.142857;0.2;0.333333;0.142857;0.5;0.2;0.5;0.142857;0.333333;0.0666667;0.0434783;0.153846;0.142857;0.142857;0.333333;0.2;0.2;0.142857;0.2;0.2;0.2;0.181818;0.2;0.5;0.2;0.133333;0.2;0.2;0.333333;0.04;0.2;0.2;1;0.2;0.0909091;0.2;0.2;0.047619;0.2;0.153846;0.0952381;0.2;0.2;0.2;0.142857;0.5;0.2;0.222222;0.2;0.2;0.333333;0.2;0.2;0.142857;0.2;0.2;0.2;0.2;1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.5;0.2;0.2;0.2;0.2
session;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.166667;0.047619;0.0833333;0.5;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.1;1;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;1;0.2;1;0.25;0.333333;0.333333;0.111111;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.285714;0.333333;0.333333;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
chaîne;0.111111;0.142857;0.111111;0.307692;0.133333;0.0714286;0.0714286;0.2;0.25;0.0909091;0.0909091;0.111111;0.0909091;0.0909091;0.111111;0.111111;0.111111;0.2;0.0909091;0.111111;0.0769231;0.0555556;0.5;0.0909091;0.0909091;0.25;0.25;0.5;0.111111;0.111111;0.25;0.133333;0.25;0.111111;0.111111;0.105263;0.111111;0.111111;0.2;0.153846;0.111111;0.25;0.0909091;0.25;1;0.111111;0.111111;0.444444;0.111111;0.117647;0.173913;0.111111;0.111111;0.111111;0.2;0.111111;0.25;0.153846;0.111111;0.25;0.0909091;0.25;0.111111;0.5;0.111111;0.111111;0.111111;0.25;0.0909091;0.111111;0.111111;0.111111;0.111111;0.111111;0.111111;0.111111;0.111111;0.111111;0.111111;0.111111;0.25;0.111111;0.25;0.25
côté serveur;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.0769231;0.1;0.0833333;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;1;1;0.0526316;1;0.181818;0.105263;0.333333;0.333333;1;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
côté client;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.0769231;0.1;0.0833333;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;1;1;0.0526316;1;0.181818;0.105263;0.333333;0.333333;1;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
script;0.0526316;0.181818;0.0526316;0.419355;0.1;0.111111;0.111111;0.133333;0.111111;0.047619;0.047619;0.0526316;0.047619;0.047619;0.0526316;0.0526316;0.0526316;0.1;0.047619;0.153846;0.117647;0.0740741;0.222222;0.1;0.047619;0.111111;0.111111;0.222222;0.0526316;0.0526316;0.111111;0.173913;0.111111;0.0526316;0.0526316;0.148148;0.0526316;0.0526316;0.1;0.212121;0.0526316;0.111111;0.047619;0.111111;0.444444;0.0526316;0.0526316;1;0.0526316;0.0740741;0.233333;0.0526316;0.111111;0.0526316;0.1;0.0526316;0.111111;0.0869565;0.0526316;0.111111;0.047619;0.111111;0.0526316;0.222222;0.111111;0.111111;0.0526316;0.111111;0.047619;0.111111;0.111111;0.0526316;0.0526316;0.0526316;0.0526316;0.0526316;0.0526316;0.0526316;0.0526316;0.0526316;0.111111;0.111111;0.111111;0.111111
interpréter;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.0769231;0.1;0.0833333;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;1;1;0.0526316;1;0.181818;0.105263;0.333333;0.333333;1;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
serveur;0.0833333;0.117647;0.0833333;0.121212;0.233333;0.137931;0.137931;0.08;0.181818;0.153846;0.153846;0.0833333;0.363636;0.153846;0.181818;0.0833333;0.181818;0.153846;0.153846;0.0454545;0.291667;0.222222;0.0714286;0.0714286;0.0714286;0.181818;0.0833333;0.153846;0.0833333;0.0833333;0.0833333;0.111111;0.0833333;0.0833333;0.0833333;0.0909091;0.0833333;0.0833333;0.0714286;0.137931;0.0833333;0.0833333;0.153846;0.0833333;0.117647;0.181818;0.181818;0.0740741;0.181818;1;0.153846;0.0833333;0.0833333;0.181818;0.153846;0.0833333;0.181818;0.0588235;0.181818;0.181818;0.0714286;0.0833333;0.0833333;0.153846;0.0833333;0.0833333;0.181818;0.181818;0.153846;0.0833333;0.0833333;0.181818;0.181818;0.181818;0.181818;0.181818;0.181818;0.0833333;0.0833333;0.0833333;0.0833333;0.0833333;0.0833333;0.0833333
type;0.05;0.08;0.05;0.216216;0.216216;0.108108;0.108108;0.129032;0.105263;0.0454545;0.0454545;0.05;0.0952381;0.0952381;0.05;0.05;0.05;0.0454545;0.210526;0.0333333;0.21875;0.0714286;0.0952381;0.0952381;0.0952381;0.105263;0.105263;0.0952381;0.05;0.05;0.105263;0.0769231;0.05;0.105263;0.05;0.28;0.05;0.05;0.210526;0.108108;0.05;0.05;0.0952381;0.05;0.173913;0.105263;0.105263;0.233333;0.105263;0.153846;1;0.05;0.05;0.105263;0.0952381;0.105263;0.105263;0.0833333;0.05;0.105263;0.0952381;0.105263;0.05;0.0952381;0.105263;0.105263;0.05;0.105263;0.0952381;0.05;0.105263;0.105263;0.05;0.05;0.105263;0.05;0.05;0.05;0.105263;0.105263;0.05;0.105263;0.05;0.05
opérateurs;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0909091;0.0909091;0.125;0.333333;0.5;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;0.166667;0.047619;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;1;0.2;0.0909091;1;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;1;0.333333;0.333333;0.5;0.333333;0.333333;0.285714;0.333333;0.333333;0.5;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
list;0.333333;0.25;0.333333;0.0769231;0.037037;0.0434783;0.0434783;0.0588235;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.166667;0.047619;0.0833333;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.222222;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.111111;0.333333;0.0833333;0.05;0.333333;1;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
pointeur;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.0769231;0.1;0.0833333;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;1;1;0.0526316;1;0.181818;0.105263;0.333333;0.333333;1;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
cle;0.2;0.2;0.2;0.153846;0.153846;0.181818;0.181818;0.111111;0.5;0.333333;0.142857;0.2;0.142857;0.142857;0.2;0.5;0.2;0.142857;0.142857;0.142857;0.0909091;0.153846;0.142857;0.142857;0.142857;0.5;0.2;0.333333;0.2;0.2;0.2;0.0833333;0.2;0.2;0.2;0.133333;0.2;0.5;0.142857;0.181818;0.5;0.2;0.142857;0.2;0.2;0.2;0.2;0.1;0.2;0.153846;0.0952381;0.5;0.2;0.2;1;0.2;0.5;0.222222;0.2;0.5;0.333333;0.2;0.5;0.333333;0.2;0.2;0.2;0.5;0.142857;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2
méthode;0.333333;0.111111;0.333333;0.037037;0.0769231;0.0434783;0.0434783;0.0588235;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.5;0.0769231;0.047619;0.0833333;0.2;0.2;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;1;0.333333;0.153846;0.333333;0.333333;0.5;0.0434783;0.333333;0.333333;0.5;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;1;0.333333;0.285714;0.333333;0.333333;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333
conditionnelles;0.333333;0.25;0.333333;0.0769231;0.0769231;0.0909091;0.0909091;0.0588235;1;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.1;0.0833333;0.2;0.2;0.2;1;0.333333;0.5;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.153846;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.25;0.333333;0.333333;0.111111;0.333333;0.181818;0.105263;0.333333;0.333333;0.333333;0.5;0.333333;1;0.125;0.333333;1;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
foreach;0.125;0.0714286;0.125;0.137931;0.269231;0.0740741;0.0740741;0.210526;0.125;0.222222;0.1;0.125;0.1;0.1;0.125;0.285714;0.125;0.222222;0.222222;0.266667;0.0384615;0.125;0.222222;0.1;0.222222;0.125;0.125;0.222222;0.125;0.125;0.125;0.0666667;0.285714;0.285714;0.125;0.111111;0.125;0.285714;0.222222;0.16;0.285714;0.285714;0.222222;0.285714;0.153846;0.125;0.125;0.0869565;0.125;0.0588235;0.0833333;0.285714;0.125;0.125;0.222222;0.285714;0.125;1;0.125;0.125;0.571429;0.125;0.285714;0.222222;0.125;0.125;0.125;0.125;0.222222;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.285714;0.285714;0.285714;0.285714;0.125;0.285714;0.285714
couleurs;0.333333;0.111111;0.333333;0.037037;0.0769231;0.0909091;0.0909091;0.0588235;0.333333;0.2;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.0769231;0.1;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.181818;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;1;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
valeur par défaut;0.333333;0.25;0.333333;0.0769231;0.0769231;0.0909091;0.0909091;0.0588235;1;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.1;0.0833333;0.2;0.2;0.2;1;0.333333;0.5;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.153846;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.25;0.333333;0.333333;0.111111;0.333333;0.181818;0.105263;0.333333;0.333333;0.333333;0.5;0.333333;1;0.125;0.333333;1;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
classes;0.2;0.0909091;0.2;0.0714286;0.153846;0.0833333;0.0833333;0.111111;0.2;0.333333;0.142857;0.2;0.142857;0.142857;0.2;0.5;0.2;0.142857;0.333333;0.142857;0.0434783;0.153846;0.142857;0.142857;0.333333;0.2;0.2;0.142857;0.2;0.2;0.2;0.0833333;0.2;0.5;0.2;0.133333;0.2;0.5;0.333333;0.0833333;0.5;0.2;0.333333;0.2;0.0909091;0.2;0.2;0.047619;0.2;0.0714286;0.0952381;0.5;0.2;0.2;0.333333;0.5;0.2;0.571429;0.2;0.2;1;0.2;0.5;0.142857;0.2;0.2;0.2;0.2;0.333333;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.5;0.5;0.2;0.2;0.2;0.2
fonctionnalité;0.333333;0.111111;0.333333;0.0769231;0.037037;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.047619;0.0833333;0.5;0.2;0.2;0.333333;1;0.2;0.333333;0.333333;1;0.222222;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.5;0.0434783;0.333333;0.333333;0.2;0.333333;0.25;0.333333;0.333333;0.111111;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;1;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
class;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0909091;0.0909091;0.125;0.333333;0.5;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;0.166667;0.047619;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;1;0.2;0.0909091;1;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;1;0.333333;0.333333;0.5;0.333333;0.333333;0.285714;0.333333;0.333333;0.5;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
header;0.2;0.2;0.2;0.153846;0.153846;0.0833333;0.0833333;0.111111;0.5;0.142857;0.142857;0.2;0.142857;0.142857;0.2;0.2;0.2;0.333333;0.142857;0.142857;0.0909091;0.0714286;0.333333;0.142857;0.142857;0.5;0.2;1;0.2;0.2;0.2;0.0833333;0.5;0.2;0.2;0.133333;0.2;0.2;0.142857;0.181818;0.2;0.5;0.142857;0.5;0.5;0.2;0.2;0.222222;0.2;0.153846;0.0952381;0.2;0.2;0.2;0.333333;0.2;0.5;0.222222;0.2;0.5;0.142857;0.2;0.2;1;0.2;0.2;0.2;0.5;0.142857;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.5;0.5
mot;0.333333;0.111111;0.333333;0.037037;0.037037;0.0909091;0.0909091;0.0588235;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.1;0.181818;0.2;0.5;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.153846;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.111111;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;1;1;0.333333;0.333333;0.2;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333
visiteur;0.333333;0.111111;0.333333;0.037037;0.037037;0.0909091;0.0909091;0.0588235;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.1;0.181818;0.2;0.5;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.153846;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.111111;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;1;1;0.333333;0.333333;0.2;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333
sauvegarder;0.333333;0.111111;0.333333;0.037037;0.0769231;0.0909091;0.0909091;0.0588235;0.333333;0.2;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.0769231;0.1;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.181818;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;1;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
