X;page web;navigateur;serveur web;fichier;client;base de donnée;donnée;php;javascript;code;texte;concerner;commentaire;délimiter;gras;fois;lien hypertextes;url;case à cocher;post;nombre;text;langage;zones;utilisateur;affectation;syntaxe;case;associer;personne;structure de contrôle;méthode post;fermeture;passwd;machine;mysql;salaire;jour;programmation;site;paris;france;programmation web;session;chaîne;côté serveur;côté client;script;interpréter;serveur;type;opérateurs;list;pointeur;cle;méthode;conditionnelles;foreach;couleurs;valeur par défaut;classes;fonctionnalité;class;header;mot;visiteur;sauvegarder;null;web;positionnement;affiche;casse;internet;système;exe;menu;id;mysqli;head;attribut;valeur;moteur;timestamp;accéder
machine;1;0.5;1;0.2;0.0588235;0.333333;0.125;0.142857;0.333333;0.333333;1;1;0.2;0.5;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.111111;0.333333;0.5;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.142857;0.333333;0.333333;1;0.5;1;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
mysql;0.5;1;0.5;0.142857;0.111111;0.5;0.222222;0.111111;0.5;0.2;0.5;0.5;0.142857;0.333333;0.2;0.2;0.2;0.142857;0.142857;0.2;0.5;0.0909091;0.2;0.333333;0.333333;0.5;0.2;0.333333;0.5;0.5;0.2;0.111111;0.2;0.2;0.5;1;0.5;0.2;0.142857;0.1;0.2;0.2;0.2;0.2;0.333333;0.2;0.2;0.111111;0.2;0.285714;0.2;0.2;0.2;0.2;0.333333;0.2;0.5;0.2;0.2;0.5;0.2;0.2;0.2;0.333333;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
salaire;1;0.5;1;0.2;0.0588235;0.333333;0.125;0.142857;0.333333;0.333333;1;1;0.2;0.5;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.111111;0.333333;0.5;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.142857;0.333333;0.333333;1;0.5;1;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
jour;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.285714;0.333333;0.333333;1;0.333333;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;1;0.333333;0.25;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;1;0.2;0.285714;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;1;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
programmation;0.2;0.142857;0.2;0.142857;0.111111;0.2;0.1;0.25;0.2;0.2;0.2;0.2;0.142857;0.142857;0.2;0.2;0.2;0.142857;0.333333;0.2;0.2;0.0909091;0.2;0.142857;0.333333;0.2;0.5;0.142857;0.2;0.2;0.5;0.25;0.2;0.5;0.2;0.142857;0.2;0.2;1;0.1;0.2;0.2;0.2;0.2;0.142857;0.2;0.2;0.25;0.2;0.125;0.2;0.2;0.2;0.2;0.142857;0.5;0.2;0.2;0.2;0.2;0.5;0.5;0.2;0.142857;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.5;0.2;0.2;0.2;0.2
site;0.125;0.1;0.125;0.1;0.4375;0.125;0.166667;0.181818;0.125;0.285714;0.125;0.125;0.1;0.1;0.125;0.285714;0.125;0.571429;0.1;0.285714;0.125;0.363636;0.285714;0.1;0.1;0.125;0.125;0.222222;0.125;0.125;0.125;0.0833333;0.285714;0.125;0.125;0.1;0.125;0.285714;0.1;1;0.285714;0.285714;0.125;0.285714;0.222222;0.125;0.125;0.0833333;0.125;0.2;0.125;0.285714;0.125;0.125;0.222222;0.125;0.125;0.285714;0.285714;0.125;0.125;0.125;0.285714;0.222222;0.125;0.125;0.285714;0.125;0.125;0.125;0.125;0.125;0.285714;0.285714;0.125;0.285714;0.285714;0.285714;0.125;0.125;0.285714;0.125;0.285714;0.285714
paris;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.285714;0.333333;0.333333;1;0.333333;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;1;0.333333;0.25;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;1;0.2;0.285714;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;1;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
france;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.125;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.333333;0.111111;1;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;1;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.285714;0.333333;1;0.333333;1;0.5;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
programmation web;0.333333;0.2;0.333333;0.2;0.0588235;0.333333;0.125;0.142857;0.333333;0.333333;0.333333;0.333333;0.5;0.2;1;0.333333;1;0.2;0.2;0.333333;0.333333;0.25;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.125;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
session;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.125;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.333333;0.111111;1;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;1;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.285714;0.333333;1;0.333333;1;0.5;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
chaîne;0.2;0.333333;0.2;0.142857;0.25;0.5;0.222222;0.111111;0.5;0.2;0.2;0.2;0.142857;0.142857;0.2;0.2;0.2;0.333333;0.142857;0.2;0.5;0.0909091;0.5;0.142857;0.142857;0.5;0.2;1;0.2;0.2;0.2;0.111111;0.5;0.2;0.2;0.333333;0.2;0.2;0.142857;0.222222;0.2;0.5;0.2;0.5;1;0.2;0.2;0.111111;0.2;0.285714;0.2;0.2;0.2;0.2;0.333333;0.2;0.5;0.2;0.2;0.5;0.2;0.2;0.2;1;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.5;0.5
côté serveur;0.333333;0.2;0.333333;0.5;0.125;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.333333;0.111111;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.2;1;1;0.142857;1;0.4;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
côté client;0.333333;0.2;0.333333;0.5;0.125;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.333333;0.111111;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.2;1;1;0.142857;1;0.4;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
script;0.142857;0.111111;0.142857;0.25;0.047619;0.142857;0.181818;0.2;0.142857;0.142857;0.142857;0.142857;0.111111;0.111111;0.142857;0.142857;0.142857;0.111111;0.111111;0.142857;0.142857;0.166667;0.142857;0.25;0.111111;0.142857;0.333333;0.111111;0.142857;0.142857;0.333333;0.5;0.142857;0.142857;0.142857;0.111111;0.142857;0.142857;0.25;0.0833333;0.142857;0.142857;0.142857;0.142857;0.111111;0.142857;0.142857;1;0.142857;0.1;0.333333;0.142857;0.333333;0.142857;0.111111;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.333333;0.142857;0.111111;0.333333;0.333333;0.142857;0.142857;0.142857;0.333333;0.333333;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.333333;0.142857;0.142857
interpréter;0.333333;0.2;0.333333;0.5;0.125;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.333333;0.111111;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.2;1;1;0.142857;1;0.4;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
serveur;0.166667;0.285714;0.166667;0.285714;0.3125;0.4;0.2;0.222222;0.4;0.166667;0.166667;0.166667;0.285714;0.285714;0.166667;0.166667;0.166667;0.285714;0.285714;0.166667;0.4;0.181818;0.166667;0.125;0.125;0.4;0.166667;0.285714;0.166667;0.166667;0.166667;0.1;0.166667;0.166667;0.166667;0.285714;0.166667;0.166667;0.125;0.2;0.166667;0.166667;0.166667;0.166667;0.285714;0.4;0.4;0.1;0.4;1;0.166667;0.166667;0.166667;0.4;0.285714;0.166667;0.4;0.166667;0.4;0.4;0.166667;0.166667;0.166667;0.285714;0.166667;0.166667;0.4;0.4;0.166667;0.166667;0.166667;0.4;0.4;0.4;0.4;0.4;0.4;0.166667;0.166667;0.166667;0.166667;0.166667;0.166667;0.166667
type;0.333333;0.2;0.333333;0.2;0.0588235;0.333333;0.285714;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.25;0.333333;0.5;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.166667;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;1;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333
opérateurs;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.285714;0.333333;0.333333;1;0.333333;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;1;0.333333;0.25;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;1;0.2;0.285714;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;1;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
list;0.333333;0.2;0.333333;0.5;0.0588235;0.333333;0.125;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.111111;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.166667;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
pointeur;0.333333;0.2;0.333333;0.5;0.125;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.333333;0.111111;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.2;1;1;0.142857;1;0.4;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
cle;0.2;0.333333;0.2;0.142857;0.25;0.5;0.571429;0.25;0.5;0.5;0.2;0.2;0.142857;0.142857;0.2;0.5;0.2;0.142857;0.142857;0.5;0.5;0.2;0.2;0.142857;0.142857;0.5;0.2;0.333333;0.2;0.2;0.2;0.111111;0.2;0.2;0.2;0.333333;0.2;0.5;0.142857;0.222222;0.5;0.2;0.2;0.2;0.333333;0.2;0.2;0.111111;0.2;0.285714;0.2;0.5;0.2;0.2;1;0.2;0.5;0.5;0.2;0.5;0.2;0.2;0.5;0.333333;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2
méthode;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.125;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.333333;0.111111;0.333333;0.2;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;1;0.333333;0.2;0.333333;0.333333;0.5;0.125;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333
conditionnelles;0.333333;0.5;0.333333;0.2;0.125;1;0.285714;0.142857;1;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;1;0.111111;0.333333;0.2;0.2;1;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.142857;0.333333;0.4;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
foreach;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.285714;0.333333;0.333333;1;0.333333;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;1;0.333333;0.25;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;1;0.2;0.285714;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;1;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
couleurs;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.125;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.333333;0.25;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.285714;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.4;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
valeur par défaut;0.333333;0.5;0.333333;0.2;0.125;1;0.285714;0.142857;1;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;1;0.111111;0.333333;0.2;0.2;1;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.142857;0.333333;0.4;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
classes;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.125;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.333333;0.111111;0.333333;0.2;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;1;0.333333;0.2;0.333333;0.333333;0.5;0.125;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333
fonctionnalité;0.333333;0.2;0.333333;0.2;0.0588235;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.111111;0.333333;0.2;0.2;0.333333;1;0.2;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.5;0.125;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
class;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.285714;0.333333;0.333333;1;0.333333;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;1;0.333333;0.25;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;1;0.2;0.285714;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;1;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
header;0.2;0.333333;0.2;0.142857;0.25;0.5;0.222222;0.111111;0.5;0.2;0.2;0.2;0.142857;0.142857;0.2;0.2;0.2;0.333333;0.142857;0.2;0.5;0.0909091;0.5;0.142857;0.142857;0.5;0.2;1;0.2;0.2;0.2;0.111111;0.5;0.2;0.2;0.333333;0.2;0.2;0.142857;0.222222;0.2;0.5;0.2;0.5;1;0.2;0.2;0.111111;0.2;0.285714;0.2;0.2;0.2;0.2;0.333333;0.2;0.5;0.2;0.2;0.5;0.2;0.2;0.2;1;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.5;0.5
mot;0.333333;0.2;0.333333;0.2;0.0588235;0.333333;0.285714;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.25;0.333333;0.5;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.166667;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;1;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333
visiteur;0.333333;0.2;0.333333;0.2;0.0588235;0.333333;0.285714;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.25;0.333333;0.5;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.166667;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;1;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333
sauvegarder;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.125;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.333333;0.25;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.285714;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.4;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
null;0.333333;0.5;0.333333;0.2;0.125;1;0.285714;0.142857;1;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;1;0.111111;0.333333;0.2;0.2;1;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.2;0.125;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.142857;0.333333;0.4;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
web;0.333333;0.2;0.333333;0.2;0.125;0.333333;0.125;0.142857;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.333333;0.111111;0.333333;0.2;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;1;0.333333;0.2;0.333333;0.333333;0.5;0.125;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333
